Plugin,Repository,URL,Has_JDK17,Has_JDK21,Has_JDK25,Jenkinsfile_URL,Has_Jenkinsfile
Aws Codedeploy Plugin,jenkinsci/aws-codedeploy-plugin,https://github.com/jenkinsci/aws-codedeploy-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/aws-codedeploy-plugin/master/Jenkinsfile,true
Aws Codepipeline Plugin,jenkinsci/aws-codepipeline-plugin,https://github.com/jenkinsci/aws-codepipeline-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/aws-codepipeline-plugin/master/Jenkinsfile,true
Aws Credentials Plugin,jenkinsci/aws-credentials-plugin,https://github.com/jenkinsci/aws-credentials-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/aws-credentials-plugin/master/Jenkinsfile,true
Aws Device Farm Plugin,jenkinsci/aws-device-farm-plugin,https://github.com/jenkinsci/aws-device-farm-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/aws-device-farm-plugin/master/Jenkinsfile,true
Aws Global Configuration Plugin,jenkinsci/aws-global-configuration-plugin,https://github.com/jenkinsci/aws-global-configuration-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/aws-global-configuration-plugin/master/Jenkinsfile,true
Aws Java Sdk Plugin,jenkinsci/aws-java-sdk-plugin,https://github.com/jenkinsci/aws-java-sdk-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/aws-java-sdk-plugin/master/Jenkinsfile,true
Aws Java Sdk2 Plugin,jenkinsci/aws-java-sdk2-plugin,https://github.com/jenkinsci/aws-java-sdk2-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/aws-java-sdk2-plugin/master/Jenkinsfile,true
Aws Kinesis Consumer Plugin,jenkinsci/aws-kinesis-consumer-plugin,https://github.com/jenkinsci/aws-kinesis-consumer-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/aws-kinesis-consumer-plugin/master/Jenkinsfile,true
Aws Lambda Cloud Plugin,jenkinsci/aws-lambda-cloud-plugin,https://github.com/jenkinsci/aws-lambda-cloud-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/aws-lambda-cloud-plugin/master/Jenkinsfile,true
Aws Lambda Plugin,jenkinsci/aws-lambda-plugin,https://github.com/jenkinsci/aws-lambda-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/aws-lambda-plugin/master/Jenkinsfile,false
Aws Parameter Store Plugin,jenkinsci/aws-parameter-store-plugin,https://github.com/jenkinsci/aws-parameter-store-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/aws-parameter-store-plugin/master/Jenkinsfile,true
Aws Sam Plugin,jenkinsci/aws-sam-plugin,https://github.com/jenkinsci/aws-sam-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/aws-sam-plugin/master/Jenkinsfile,true
Aws Secrets Manager Credentials Provider Plugin,jenkinsci/aws-secrets-manager-credentials-provider-plugin,https://github.com/jenkinsci/aws-secrets-manager-credentials-provider-plugin,false,true,false,https://raw.githubusercontent.com/jenkinsci/aws-secrets-manager-credentials-provider-plugin/master/Jenkinsfile,true
Aws Secrets Manager Secret Source Plugin,jenkinsci/aws-secrets-manager-secret-source-plugin,https://github.com/jenkinsci/aws-secrets-manager-secret-source-plugin,true,false,false,https://raw.githubusercontent.com/jenkinsci/aws-secrets-manager-secret-source-plugin/main/Jenkinsfile,true
Aws Sqs Trigger Plugin,jenkinsci/aws-sqs-trigger-plugin,https://github.com/jenkinsci/aws-sqs-trigger-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/aws-sqs-trigger-plugin/main/Jenkinsfile,true
Awseb Deployment Plugin,jenkinsci/awseb-deployment-plugin,https://github.com/jenkinsci/awseb-deployment-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/awseb-deployment-plugin/master/Jenkinsfile,false
Azure Acs Plugin,jenkinsci/azure-acs-plugin,https://github.com/jenkinsci/azure-acs-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/azure-acs-plugin/dev/Jenkinsfile,true
Azure Ad Plugin,jenkinsci/azure-ad-plugin,https://github.com/jenkinsci/azure-ad-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/azure-ad-plugin/master/Jenkinsfile,true
Azure App Service Plugin,jenkinsci/azure-app-service-plugin,https://github.com/jenkinsci/azure-app-service-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/azure-app-service-plugin/dev/Jenkinsfile,true
Azure Artifact Manager Plugin,jenkinsci/azure-artifact-manager-plugin,https://github.com/jenkinsci/azure-artifact-manager-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/azure-artifact-manager-plugin/master/Jenkinsfile,true
Azure Batch Parallel Plugin,jenkinsci/azure-batch-parallel-plugin,https://github.com/jenkinsci/azure-batch-parallel-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/azure-batch-parallel-plugin/master/Jenkinsfile,false
Azure Commons Plugin,jenkinsci/azure-commons-plugin,https://github.com/jenkinsci/azure-commons-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/azure-commons-plugin/master/Jenkinsfile,true
Azure Container Agents Plugin,jenkinsci/azure-container-agents-plugin,https://github.com/jenkinsci/azure-container-agents-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/azure-container-agents-plugin/master/Jenkinsfile,true
Azure Container Registry Tasks Plugin,jenkinsci/azure-container-registry-tasks-plugin,https://github.com/jenkinsci/azure-container-registry-tasks-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/azure-container-registry-tasks-plugin/master/Jenkinsfile,true
Azure Cosmosdb Plugin,jenkinsci/azure-cosmosdb-plugin,https://github.com/jenkinsci/azure-cosmosdb-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/azure-cosmosdb-plugin/main/Jenkinsfile,true
Azure Credentials Ext Plugin,jenkinsci/azure-credentials-ext-plugin,https://github.com/jenkinsci/azure-credentials-ext-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/azure-credentials-ext-plugin/master/Jenkinsfile,true
Azure Credentials Plugin,jenkinsci/azure-credentials-plugin,https://github.com/jenkinsci/azure-credentials-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/azure-credentials-plugin/master/Jenkinsfile,true
Azure Event Grid Notifier Plugin,jenkinsci/azure-event-grid-notifier-plugin,https://github.com/jenkinsci/azure-event-grid-notifier-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/azure-event-grid-notifier-plugin/master/Jenkinsfile,true
Azure Function Plugin,jenkinsci/azure-function-plugin,https://github.com/jenkinsci/azure-function-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/azure-function-plugin/dev/Jenkinsfile,true
Azure Keyvault Plugin,jenkinsci/azure-keyvault-plugin,https://github.com/jenkinsci/azure-keyvault-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/azure-keyvault-plugin/master/Jenkinsfile,true
Azure Kubernetes Credentials Plugin,jenkinsci/azure-kubernetes-credentials-plugin,https://github.com/jenkinsci/azure-kubernetes-credentials-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/azure-kubernetes-credentials-plugin/main/Jenkinsfile,true
Azure Publishersettings Credentials Plugin,jenkinsci/azure-publishersettings-credentials-plugin,https://github.com/jenkinsci/azure-publishersettings-credentials-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/azure-publishersettings-credentials-plugin/master/Jenkinsfile,true
Azure Sdk Plugin,jenkinsci/azure-sdk-plugin,https://github.com/jenkinsci/azure-sdk-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/azure-sdk-plugin/master/Jenkinsfile,true
Azure Storage Plugin,jenkinsci/azure-storage-plugin,https://github.com/jenkinsci/azure-storage-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/azure-storage-plugin/master/Jenkinsfile,true
Azure Vm Agents Plugin,jenkinsci/azure-vm-agents-plugin,https://github.com/jenkinsci/azure-vm-agents-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/azure-vm-agents-plugin/master/Jenkinsfile,true
Azure Vmss Plugin,jenkinsci/azure-vmss-plugin,https://github.com/jenkinsci/azure-vmss-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/azure-vmss-plugin/dev/Jenkinsfile,true
Backlog Plugin,jenkinsci/backlog-plugin,https://github.com/jenkinsci/backlog-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/backlog-plugin/master/Jenkinsfile,true
Backup Jobs Plugin,jenkinsci/backup-jobs-plugin,https://github.com/jenkinsci/backup-jobs-plugin,true,false,false,https://raw.githubusercontent.com/jenkinsci/backup-jobs-plugin/master/Jenkinsfile,true
Backup Plugin,jenkinsci/backup-plugin,https://github.com/jenkinsci/backup-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/backup-plugin/master/Jenkinsfile,false
Badge Plugin,jenkinsci/badge-plugin,https://github.com/jenkinsci/badge-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/badge-plugin/master/Jenkinsfile,true
Basic Branch Build Strategies Plugin,jenkinsci/basic-branch-build-strategies-plugin,https://github.com/jenkinsci/basic-branch-build-strategies-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/basic-branch-build-strategies-plugin/master/Jenkinsfile,true
Batch Task Plugin,jenkinsci/batch-task-plugin,https://github.com/jenkinsci/batch-task-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/batch-task-plugin/master/Jenkinsfile,true
Bazaar Plugin,jenkinsci/bazaar-plugin,https://github.com/jenkinsci/bazaar-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/bazaar-plugin/master/Jenkinsfile,false
Beagle Security Plugin,jenkinsci/beagle-security-plugin,https://github.com/jenkinsci/beagle-security-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/beagle-security-plugin/master/Jenkinsfile,true
Beaker Builder Plugin,jenkinsci/beaker-builder-plugin,https://github.com/jenkinsci/beaker-builder-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/beaker-builder-plugin/master/Jenkinsfile,true
Beer Plugin,jenkinsci/beer-plugin,https://github.com/jenkinsci/beer-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/beer-plugin/master/Jenkinsfile,true
Behave Testresults Publisher Plugin,jenkinsci/behave-testresults-publisher-plugin,https://github.com/jenkinsci/behave-testresults-publisher-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/behave-testresults-publisher-plugin/master/Jenkinsfile,false
Benchmark Evaluator Plugin,jenkinsci/benchmark-evaluator-plugin,https://github.com/jenkinsci/benchmark-evaluator-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/benchmark-evaluator-plugin/master/Jenkinsfile,true
Benchmark Plugin,jenkinsci/benchmark-plugin,https://github.com/jenkinsci/benchmark-plugin,true,false,false,https://raw.githubusercontent.com/jenkinsci/benchmark-plugin/master/Jenkinsfile,true
Better Pipeline Flowgraph Table Plugin,jenkinsci/better-pipeline-flowgraph-table-plugin,https://github.com/jenkinsci/better-pipeline-flowgraph-table-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/better-pipeline-flowgraph-table-plugin/main/Jenkinsfile,true
Bevigil Ci Plugin,jenkinsci/bevigil-ci-plugin,https://github.com/jenkinsci/bevigil-ci-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/bevigil-ci-plugin/main/Jenkinsfile,true
Bigpanda Plugin,jenkinsci/bigpanda-plugin,https://github.com/jenkinsci/bigpanda-plugin,true,false,false,https://raw.githubusercontent.com/jenkinsci/bigpanda-plugin/master/Jenkinsfile,true
Bitbucket Approval Filter Plugin,jenkinsci/bitbucket-approval-filter-plugin,https://github.com/jenkinsci/bitbucket-approval-filter-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/bitbucket-approval-filter-plugin/master/Jenkinsfile,true
Bitbucket Approve Plugin,jenkinsci/bitbucket-approve-plugin,https://github.com/jenkinsci/bitbucket-approve-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/bitbucket-approve-plugin/master/Jenkinsfile,false
Bitbucket Branch Source Plugin,jenkinsci/bitbucket-branch-source-plugin,https://github.com/jenkinsci/bitbucket-branch-source-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/bitbucket-branch-source-plugin/master/Jenkinsfile,true
Bitbucket Build Status Notifier Plugin,jenkinsci/bitbucket-build-status-notifier-plugin,https://github.com/jenkinsci/bitbucket-build-status-notifier-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/bitbucket-build-status-notifier-plugin/master/Jenkinsfile,true
Bitbucket Filter Project Trait Plugin,jenkinsci/bitbucket-filter-project-trait-plugin,https://github.com/jenkinsci/bitbucket-filter-project-trait-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/bitbucket-filter-project-trait-plugin/master/Jenkinsfile,true
Bitbucket Kubernetes Credentials Plugin,jenkinsci/bitbucket-kubernetes-credentials-plugin,https://github.com/jenkinsci/bitbucket-kubernetes-credentials-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/bitbucket-kubernetes-credentials-plugin/main/Jenkinsfile,true
Bitbucket Oauth Plugin,jenkinsci/bitbucket-oauth-plugin,https://github.com/jenkinsci/bitbucket-oauth-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/bitbucket-oauth-plugin/master/Jenkinsfile,true
Bitbucket Plugin,jenkinsci/bitbucket-plugin,https://github.com/jenkinsci/bitbucket-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/bitbucket-plugin/master/Jenkinsfile,true
Bitbucket Pullrequest Builder Plugin,jenkinsci/bitbucket-pullrequest-builder-plugin,https://github.com/jenkinsci/bitbucket-pullrequest-builder-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/bitbucket-pullrequest-builder-plugin/master/Jenkinsfile,true
Bitbucket Pullrequests Filter Plugin,jenkinsci/bitbucket-pullrequests-filter-plugin,https://github.com/jenkinsci/bitbucket-pullrequests-filter-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/bitbucket-pullrequests-filter-plugin/main/Jenkinsfile,true
Bitbucket Push And Pull Request Plugin,jenkinsci/bitbucket-push-and-pull-request-plugin,https://github.com/jenkinsci/bitbucket-push-and-pull-request-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/bitbucket-push-and-pull-request-plugin/master/Jenkinsfile,true
Bitbucket Webhooks Plugin,jenkinsci/bitbucket-webhooks-plugin,https://github.com/jenkinsci/bitbucket-webhooks-plugin,false,true,false,https://raw.githubusercontent.com/jenkinsci/bitbucket-webhooks-plugin/master/Jenkinsfile,true
Bitkeeper Plugin,jenkinsci/bitkeeper-plugin,https://github.com/jenkinsci/bitkeeper-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/bitkeeper-plugin/master/Jenkinsfile,false
Bitwarden Credentials Provider Plugin,jenkinsci/bitwarden-credentials-provider-plugin,https://github.com/jenkinsci/bitwarden-credentials-provider-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/bitwarden-credentials-provider-plugin/main/Jenkinsfile,true
Black Duck Sigma Plugin,jenkinsci/black-duck-sigma-plugin,https://github.com/jenkinsci/black-duck-sigma-plugin,false,true,false,https://raw.githubusercontent.com/jenkinsci/black-duck-sigma-plugin/master/Jenkinsfile,true
Blackduck Coverity On Polaris Plugin,jenkinsci/blackduck-coverity-on-polaris-plugin,https://github.com/jenkinsci/blackduck-coverity-on-polaris-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/blackduck-coverity-on-polaris-plugin/main/Jenkinsfile,false
Blackduck Detect Plugin,jenkinsci/blackduck-detect-plugin,https://github.com/jenkinsci/blackduck-detect-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/blackduck-detect-plugin/master/Jenkinsfile,false
Blackduck Security Scan Plugin,jenkinsci/blackduck-security-scan-plugin,https://github.com/jenkinsci/blackduck-security-scan-plugin,true,false,false,https://raw.githubusercontent.com/jenkinsci/blackduck-security-scan-plugin/main/Jenkinsfile,true
BlameSubversion Plugin,jenkinsci/BlameSubversion-plugin,https://github.com/jenkinsci/BlameSubversion-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/BlameSubversion-plugin/master/Jenkinsfile,false
Blazemeter Plugin,jenkinsci/blazemeter-plugin,https://github.com/jenkinsci/blazemeter-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/blazemeter-plugin/master/Jenkinsfile,false
Blink1 Plugin,jenkinsci/blink1-plugin,https://github.com/jenkinsci/blink1-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/blink1-plugin/master/Jenkinsfile,false
Block Build Final Project Plugin,jenkinsci/block-build-final-project-plugin,https://github.com/jenkinsci/block-build-final-project-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/block-build-final-project-plugin/master/Jenkinsfile,false
Block Queued Job Plugin,jenkinsci/block-queued-job-plugin,https://github.com/jenkinsci/block-queued-job-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/block-queued-job-plugin/master/Jenkinsfile,false
